bid,longitude,latitude,hours,lid,name,address,postalCode,stars,reviewCount,isOpen
JpjoRpJ1k_SlWk7wXaLHJQ,86.139259,39.752257,"{Monday:10:3015:0,Tuesday:10:3020:0,Wednesday:10:3021:0,Thursday:10:3021:0,Friday:10:3022:30,Saturday:10:3022:30,Sunday:11:3017:0}",272,Smokehouse On Shelby,1105 Prospect St,46203,3.5,101,0
qBG3wfTzzgb1HOK2OWigaw,111.0083956,32.1575234,"{Tuesday:12:018:0,Wednesday:12:018:0,Thursday:12:018:0,Friday:12:018:0,Saturday:12:018:0,Sunday:12:018:0}",606,Karichimaka Restaurant,5252 S Mission Rd,85746,4,95,1
w7zNskFba7Pkhz14BMYb1A,90.1324702,29.9889787,"{Monday:6:022:0,Tuesday:6:022:0,Wednesday:6:022:0,Thursday:6:022:0,Friday:6:022:0,Saturday:6:022:0,Sunday:7:022:0}",399,Bagels & Bytes,1001 Metairie Rd,70005,3,9,0
7uAWxNz6z72LEuo2IZeOw,82.7538043,27.7408514,"{Monday:7:00:0,Tuesday:7:00:0,Wednesday:7:00:0,Thursday:7:00:0,Friday:7:01:30,Saturday:7:01:30,Sunday:7:00:0}",551,Toasted Monkey,678 75th Ave,33706,3.5,440,1
erJqQAze4aeVetPa_Em_Dg,110.9353988,32.44200089,"{Monday:11:020:0,Tuesday:11:020:0,Wednesday:11:020:0,Thursday:11:020:0,Friday:11:020:0,Saturday:11:021:0,Sunday:11:020:0}",606,Gaslight Music Hall,13005 N Oracle Rd,85739,4.5,47,1
gG8opRMkztK0GKiSWbfVlw,86.795722,36.164847,"{Monday:7:018:0,Tuesday:7:018:0,Wednesday:7:018:0,Thursday:7:018:0,Friday:7:018:0,Saturday:9:018:0,Sunday:9:016:0}",393,Garage Coffee Company Nashville,1200 Clinton St,37203,4,81,0
4MobfSS7qIOr_GsWJ0j6jw,90.2002387,38.6078457,"{Monday:5:014:30,Tuesday:5:014:30,Wednesday:5:014:30,Thursday:5:014:30,Friday:5:014:30,Saturday:0:013:30,Sunday:0:013:30}",500,Billie's Fine Foods,1802 S Broadway,63190,4,66,0
rhaE10v_bxQFRZqLgin0KA,119.797793,39.487084,"{Tuesday:12:022:0,Wednesday:12:022:0,Thursday:12:022:0,Friday:12:022:0,Saturday:12:022:0,Sunday:12:019:0}",474,Prost Reno Biergarten,"180 W Peckham Ln, Ste 1070",89502,4.5,118,1
R_wZoYMnxdnJEWpA9YIZQ,90.152324,29.8999512,"{Monday:11:019:0,Wednesday:11:019:0,Thursday:11:019:0,Friday:11:021:0,Saturday:11:021:0,Sunday:11:019:0}",661,Segnette Landing,450 Laroussini St,70094,4,27,1
hiTU0l7DofOZUXlqBSk8oQ,85.9795377,39.77443,"{Monday:16:021:0,Tuesday:16:021:0,Wednesday:16:021:0,Thursday:16:021:0,Friday:11:3022:0,Saturday:11:3022:0,Sunday:11:3020:0}",272,Krab Kingz,10537 E Washington St,46229,3.5,34,1
BTzVynfb5vUoWWJGEWiQ,86.6012159,36.1718257,"{Monday:11:022:0,Tuesday:11:022:0,Wednesday:11:022:0,Thursday:11:022:0,Friday:11:023:0,Saturday:11:022:30,Sunday:11:022:0}",253,Cinco De Mayo Mexican restaurant  Hermitage,5770 Old Hickory Blvd,37076,3.5,101,1
jfv6PEdL5KchIDGJlnbWQ,75.5822279,39.7313582,"{Monday:5:021:0,Tuesday:5:021:0,Wednesday:5:021:0,Thursday:5:021:0,Friday:5:021:0,Saturday:5:021:0,Sunday:5:021:0}",670,Dunkin',301 N. Maryland Ave,19804,2,5,1
l7_TZBVibyGouWfx4oUU1A,90.296801,38.503929,,500,SnoBiz,2922 Telegraph Rd,63125,4,12,1
Qx8IdaIWURtY3dH79f3zg,86.0868326,39.8545563,"{Monday:11:00:0,Tuesday:11:00:0,Wednesday:11:00:0,Thursday:11:00:0,Friday:11:02:0,Saturday:11:02:0,Sunday:11:023:0}",272,Blarney Stone,5500 Emerson Way,46226,4,8,0
GaDeCypnvJKZBbv35hcpyg,75.10054333,40.02968539,"{Monday:11:021:30,Tuesday:11:021:30,Wednesday:11:021:30,Thursday:11:021:30,Friday:11:021:30,Saturday:11:021:30,Sunday:11:021:30}",445,United Buffet,4640 Roosevelt Blvd,19124,3.5,64,1
MDMSLmczSxB2fjT_ybMpGw,82.7364632,27.7994734,"{Monday:0:00:0,Tuesday:8:019:0,Wednesday:8:019:0,Thursday:8:019:0,Friday:8:019:0,Saturday:8:014:0,Sunday:8:014:0}",502,A Fresh Connection Cafe and Bakery,7097 30th Ave N,33710,4.5,15,1
48s0jy9g6XneTAS2LL8Ytg,90.08786094,29.9663431,"{Monday:5:02:0,Tuesday:5:02:0,Wednesday:5:02:0,Thursday:5:02:0,Friday:5:3022:0,Saturday:11:02:0,Sunday:6:01:0}",399,Burger King,2727 Canal St,70119,1.5,15,1
iqoXFLZNjCvNCSbdkR2eOg,90.3037271,38.485791,,550,Boardwalk Waffles & Ice Cream,4348 Telegraph Rd,63129,4,10,1
3NgkGlI1QrEc5g8zvVpKQ,90.07683165,29.92936789,"{Monday:7:022:0,Tuesday:7:022:0,Wednesday:7:022:0,Thursday:7:022:0,Friday:7:022:0,Saturday:7:022:0,Sunday:7:022:0}",399,Charcoal's Gourmet Burger Bar,2200 Magazine St,70130,3,309,0
SDhiF9UG0gsuaXgCnJRsQ,90.0899002,29.9621511,"{Monday:8:014:0,Tuesday:8:014:0,Wednesday:8:014:0,Thursday:8:014:0,Friday:8:014:0}",399,Liberty's Kitchen,422 1/2 S Broad St,70119,4.5,34,0
AooN1OtJJLh1G6A8u1v8w,74.9395563,40.2352249,"{Monday:7:3015:0,Tuesday:7:3015:0,Wednesday:7:3015:0,Thursday:7:3015:0,Friday:7:3015:0,Saturday:7:3015:0,Sunday:7:3015:0}",407,Turning Point  Newtown,2841 S Eagle Rd,18940,4,135,1
IhidGSRMJSnVeocxiOC20Q,82.5052529,28.05489661,"{Monday:0:00:0,Tuesday:15:022:0,Wednesday:15:022:0,Thursday:15:022:0,Friday:15:00:0,Saturday:15:00:0}",579,Tampa Wine Room,11724 N Dale Mabry Hwy,33618,5,31,1
yf6S5Rgf1vgC1wJveFEFFw,82.33963,27.791887,,482,Glory Days Grill,10248 Big Bend Rd,33578,4,58,1
M5lLIZzkjYARZQYoey4iyw,75.1283443,40.3280347,"{Monday:6:3016:0,Tuesday:6:3016:0,Wednesday:6:3016:0,Thursday:6:3016:0,Friday:6:3016:0,Saturday:8:015:0}",141,Sandwich Connection,3611 Old Easton Rd,18901,4,15,1
63_ijW0J_PtizFXsuAJQcQ,75.18378195,40.11660781,"{Monday:11:300:0,Tuesday:11:300:0,Wednesday:11:302:0,Thursday:11:302:0,Friday:11:302:0,Saturday:8:302:0,Sunday:8:302:0}",425,Bernie's Pub,12 Allison Rd,19075,3.5,39,0
2_22EkV1jI7X8eoKSfWiw,89.9112505,38.5877284,"{Wednesday:11:018:0,Thursday:11:018:0,Friday:11:018:0,Saturday:10:014:0}",416,The Happy Bakery,102 W 6th St,62269,4.5,34,1
0ziXZC3WTI6Ynrpoc50wQ,86.7793046,36.1639443,"{Monday:17:00:0,Tuesday:17:00:0,Wednesday:17:00:0,Thursday:17:03:0,Friday:17:03:0,Saturday:10:03:0,Sunday:10:00:0}",393,Church and Union Nashville,201 4th Ave N,37219,3.5,32,1
A6z1wMsaLLVTamzooGiqaQ,110.791453,32.191515,"{Monday:7:01:0,Tuesday:7:01:0,Wednesday:7:02:0,Thursday:7:02:0,Friday:7:02:0,Saturday:7:02:0,Sunday:7:01:0}",606,Taco Bell,9410 E. Golf Links Rd.,85730,2.5,22,1
1xgFa60lB7ALnL3U_Bkxw,90.37852248,38.44088428,"{Monday:11:021:0,Tuesday:11:021:0,Wednesday:11:021:0,Thursday:11:021:0,Friday:11:021:0,Saturday:11:021:0,Sunday:11:021:0}",11,Jimmy John's,2202 Michigan Ave,63010,3.5,6,0
c5TYSwk0GsSHMlMEbFc_KQ,90.051491,29.964024,"{Thursday:17:021:30,Friday:18:022:30,Saturday:18:022:30}",399,Sentiments Wine and Cheese Dive,2601 Chartres St,70117,5,5,0
oHMUB2xSWRY_7fXXKRZ_A,90.157521,30.012999,"{Monday:0:00:0,Tuesday:7:3015:0,Wednesday:7:3015:0,Thursday:7:3015:0,Friday:7:3015:0,Saturday:8:015:0}",365,Caffè! Caffè!  North Hullen,3547 N,70002,4,85,1
DQGIRoZ6tFCxLjZMWa8EMA,75.4972769,40.2134143,,488,Johnny G's Smokin' Pig Shack,1831 E Ridge Pike,19468,2,19,0
b8Scn6Wn_dymh7Nc6tI0FQ,82.7548975,28.1461298,"{Monday:0:00:0,Tuesday:12:021:0,Wednesday:12:021:0,Thursday:12:021:0,Friday:12:022:0,Saturday:12:022:0,Sunday:12:021:0}",580,Eat Greek Kouzina,150 E Tarpon Ave,34689,4.5,95,0
QCdoLYsnonWXJdu1Tl5a2Q,75.0252028,39.8521552,"{Monday:3:3021:30,Thursday:3:3022:30,Friday:3:3023:0,Saturday:12:00:0,Sunday:11:021:0}",333,Woodstone Tavern,510 S White Horse Pike,8049,2.5,19,0
YaOdVL6xEpYwv3z9rWQQ,82.352353,28.153027,"{Monday:11:3021:0,Wednesday:11:3021:0,Thursday:11:3021:0,Friday:11:3021:0,Saturday:11:3022:0,Sunday:11:3021:0}",579,AlSham Palace,19651 Bruce B Downs Blvd,33647,4.5,102,1
52dXiSQeMQDRJp8T4ytAw,110.9705424,32.21855538,"{Wednesday:12:00:0,Thursday:12:00:0,Friday:12:00:0,Saturday:12:00:0,Sunday:12:00:0}",606,Bronx BBQ  BXQ,238 N 4th Ave,85705,4,5,0
yHtS6dj20tl3ht32w6K6Qw,119.703208,34.423044,,507,Stateside Restaurant & Lounge,1114 State St,93190,2.5,10,0
KyDcAU41QDQpYAFyK6Q6hg,75.1627808,39.9455654,"{Monday:10:019:0,Tuesday:10:019:0,Wednesday:10:019:0,Thursday:10:019:0,Friday:10:019:0,Saturday:10:019:0,Sunday:10:017:0}",445,Sweet Box Cupcakes,339 S 13th St,19107,4.5,268,1
ketOPXmL2YPixObw5R686A,86.5826873,36.2170072,"{Tuesday:10:019:0,Wednesday:10:019:0,Thursday:10:019:0,Friday:10:019:0}",422,Chicken Real,15301 Lebanon Rd,37138,4,9,0
ZsSsyknkpARZUrD6rRH27A,75.17006535,39.95131096,"{Monday:11:3015:30,Tuesday:11:3015:30,Wednesday:11:019:0,Thursday:11:3015:30,Friday:11:3015:30,Saturday:11:015:30,Sunday:11:015:30}",445,Alimentari,1730 Chestnut St,19103,4.5,29,1
ugvPZKHb1E00rmEWtfj7mg,75.290976,40.007405,"{Tuesday:11:021:0,Wednesday:11:021:0,Thursday:11:021:0,Friday:11:021:0,Saturday:11:021:0}",10,Canby's on Cricket,11 Cricket Ave,19003,4.5,15,0
sJlbxk7ZPqfsfuyp0K9s_A,82.45860994,28.07143301,"{Monday:11:03:0,Tuesday:11:03:0,Wednesday:11:03:0,Thursday:11:03:0,Friday:11:03:0,Saturday:11:03:0,Sunday:11:03:0}",579,JT's Roadhouse,13609 N Florida Ave,33613,3,5,1
rHPWhGZ_lGHU52LrgKJnlA,119.7198943,39.5778593,"{Monday:10:02:0,Tuesday:10:02:0,Wednesday:10:02:0,Thursday:10:02:0,Friday:10:02:0,Saturday:10:02:0,Sunday:10:02:0}",539,Sneakers Bar & Grill,1380 Disc Dr,89436,3,19,1
bnoc_fLRzS9xh3iidEePHA,75.4171042,40.097018,,289,Blue Grotto Italian Bistro & Bar,1160 1st Ave,19406,2.5,8,1
I0aLpV_Tl6Sixr1xzJRPUw,90.2140216,38.6082033,"{Monday:11:021:0,Tuesday:11:021:0,Wednesday:11:021:0,Thursday:11:021:0,Friday:11:021:0,Saturday:11:021:0}",500,A1 Wok Restaurant,1825 Gravois Ave,63104,2,16,1
kBLMIhzYGoqKm2EK4GME8A,75.1388841,40.2167175,"{Monday:0:00:0,Tuesday:11:022:0,Wednesday:11:022:0,Thursday:11:022:0,Friday:11:022:0,Saturday:11:022:0,Sunday:11:022:0}",635,Buffalo Wild Wings,"201 Easton Rd, Ste 118",18976,2,163,1
phnb7Yhvpclx94lp5wdF0A,111.008,32.1333,"{Monday:0:00:0,Tuesday:10:3022:0,Wednesday:10:3022:0,Thursday:10:3022:0,Friday:10:3022:0,Saturday:10:3022:0,Sunday:10:3022:0}",606,Culver's,1955 W Valencia Rd,85746,4,10,1
Hc5oZJ7T8XOqwdtRUPt2_g,75.03358844,40.07216258,"{Monday:10:3021:0,Tuesday:10:3021:0,Wednesday:10:3021:0,Thursday:10:3021:0,Friday:10:3021:0,Saturday:10:3021:0,Sunday:10:3021:0}",445,Burger King,2550 Welsh Rd,19152,2.5,11,1
_OuzpHfM9Xo4_uY3OOeKlw,116.1757104,43.5801234,"{Monday:16:020:0,Tuesday:16:020:0,Wednesday:16:020:0,Thursday:16:020:0,Friday:16:021:0,Saturday:16:021:0}",54,Thai Basil,590 E Boise Ave,83706,3.5,31,1
tsibfOO0Kk2sn64Ag41wA,75.4592146,39.7352044,"{Monday:6:022:0,Tuesday:6:022:0,Wednesday:6:022:0,Thursday:6:022:0,Friday:6:022:0,Saturday:6:022:0,Sunday:6:022:0}",84,Talk of the Towne,200 N Virginia Ave,8069,3,9,1
cgPke0UtMkQECm07ZRWHDA,113.5087734,53.54911827,"{Monday:12:023:0,Tuesday:12:023:0,Wednesday:12:023:0,Thursday:12:023:0,Friday:12:01:0,Saturday:15:01:0,Sunday:15:023:0}",163,Purple Bubble Tea Store,10558 109 Street,T5H 3B2,3.5,7,0
_KqbkPAOI0s2ss0mucF5A,74.9467687,40.1101309,,39,Mongkoltepmunee Buddhist Temple,3304 Knights Rd,19020,5,5,1
WWBzJvqnM2U9FxL6XchlfA,89.9566715,38.5203056,"{Monday:10:01:0,Tuesday:10:01:0,Wednesday:10:01:0,Thursday:10:01:0,Friday:10:02:0,Saturday:10:02:0,Sunday:10:01:0}",34,Domino's Pizza,1900 N Belt E,62221,2,11,1
4NFnmaMKWoKUDoNwa6NIw,90.10213819,29.87568174,"{Monday:11:018:0,Tuesday:11:018:0,Wednesday:11:018:0,Thursday:11:018:0,Friday:11:019:0,Saturday:11:019:0,Sunday:11:017:0}",349,FAUBOURGS Creole food,"5100 Lapalco Blvd, B6",70072,4.5,5,0
EZ_GZILKX4_rf3wPw9Rgyw,82.699448,27.803417,"{Tuesday:10:3022:0,Wednesday:10:3022:0,Thursday:10:3022:0,Friday:10:3022:30,Saturday:10:3022:30,Sunday:11:022:0}",502,China Wok,3433 49th St N,33710,3.5,21,1
931Xzzxb0zOMj_6jgPJerQ,86.8517566,36.1520891,"{Monday:0:00:0,Tuesday:7:014:30,Wednesday:7:014:30,Thursday:7:014:30,Friday:7:014:30,Saturday:7:014:30,Sunday:7:014:30}",393,Big Bad Breakfast  Nashville,5304 Charlotte Ave,37209,4,374,1
zWNzy5mVcJA364mVVXRw,119.8153127,39.5258023,"{Monday:6:3015:0,Tuesday:6:3015:0,Wednesday:18:021:30,Thursday:18:021:30,Friday:18:021:30,Saturday:18:021:30,Sunday:18:021:30}",474,Crafted Palette,130 West St,89501,4.5,144,1
GsP5nLbGHcnCeXsmxh5nmQ,110.9366969,32.4222422,"{Monday:0:00:0,Tuesday:11:021:0,Wednesday:11:021:0,Thursday:11:021:0,Friday:11:021:0,Saturday:11:021:0,Sunday:11:015:0}",426,Salted Pig American Barbecue,"11835 N Oracle Rd, Ste 101",85737,3,95,0
hC9FlobGGp0G2C59WzOfFg,113.4842376,53.44624149,"{Monday:16:023:0,Tuesday:16:023:0,Wednesday:16:023:0,Thursday:16:023:0,Friday:19:00:0,Saturday:12:00:0,Sunday:12:023:0}",163,The Rec Room,1725 99th Street NW,T6N 1M5,2.5,97,1
NmVm_m2McWevQArLUHuItg,75.3799748,40.1333222,"{Monday:10:00:0,Tuesday:10:00:0,Wednesday:10:00:0,Thursday:10:00:0,Friday:10:01:0,Saturday:10:01:0,Sunday:10:00:0}",411,Domino's Pizza,2030 W Main St,19403,2,18,1
0PfBXe39wlLmSUt8W1hcRg,75.2688013,40.2330114,"{Monday:11:021:30,Tuesday:11:021:0,Wednesday:11:021:30,Thursday:11:021:30,Friday:11:022:0,Saturday:11:022:0,Sunday:11:021:0}",306,Nino's Pizza,721 E Main St,19446,3.5,22,1
ExwZRGJcZ7eMfFalfQjhkg,75.548893,39.743363,"{Monday:8:3017:0,Tuesday:8:3017:0,Wednesday:8:3017:0,Thursday:8:3017:0,Friday:8:3017:0}",670,Govatos Candies,800 N Market St,19801,3.5,14,0
fZreJZ2m93FEfXpF4cSXg,75.5472758,40.1416163,"{Tuesday:10:3021:30,Wednesday:10:3021:30,Thursday:10:3021:30,Friday:10:3022:30,Saturday:10:3022:30,Sunday:12:021:0}",447,Villa Pizza Italian Restaurant,425 Schuylkill Rd,19460,3.5,14,1
Sd2Svqi0freLDQ_GzHN3g,74.9879831,39.9536918,"{Monday:10:00:0,Tuesday:10:00:0,Wednesday:10:00:0,Thursday:10:00:0,Friday:10:00:0,Saturday:10:00:0,Sunday:10:00:0}",343,Pasha Mediterranean Kitchen,2943 RT73 S,8052,3,17,0
8KnMSrMuTI2AtHZ2LOI8OQ,90.042961,29.964925,"{Monday:17:022:0,Tuesday:17:022:0,Thursday:17:022:0,Friday:17:00:0,Saturday:10:00:0,Sunday:10:022:0}",399,Maurepas Foods,3200 Burgundy St,70117,4,196,0
AvKM4ceAk_SqY_oDhgCVA,75.1488033,40.4172837,,454,Cherry Top Drive Inn,6784 Easton Rd,18947,2.5,5,0
IR46YDkF358WDZuqZ4M2mQ,82.79229532,28.01250921,"{Monday:10:022:0,Tuesday:10:022:0,Wednesday:10:022:0,Thursday:10:022:0,Friday:10:022:0,Saturday:10:022:0,Sunday:10:022:0}",145,Dunedin Fish Market & Olde Bay Cafe,51 Main St,34698,4,360,1
fvC6FJeYpgcyRbSBX9b03g,75.397369,40.286863,"{Monday:11:021:0,Tuesday:11:021:0,Wednesday:11:021:0,Thursday:11:021:0,Friday:11:022:0,Saturday:11:022:0,Sunday:11:021:0}",244,Pho 63,690 Main St,19438,4,9,0
3TroNo3SClF2vXc1OnC44A,75.1851189,40.0077014,"{Monday:7:020:0,Tuesday:7:020:0,Wednesday:7:020:0,Thursday:7:020:0,Friday:7:020:0,Saturday:7:020:0,Sunday:9:017:0}",445,Cafe at the Mills,"Sherman Mills, E Falls, 3502 Scotts Ln",19129,4,6,0
YtP8fq2uNiyz6aYobecmfg,113.5076704,53.54078356,"{Monday:11:021:0,Tuesday:11:021:0,Wednesday:11:021:0,Thursday:11:021:0,Friday:11:021:0,Saturday:12:021:0,Sunday:12:021:0}",163,Curry Vibes,10827 Jasper Avenue,T5J 5G9,4.5,11,0
GqLG6tBlitl1Qy1j_3smgg,75.2182526,39.9792482,,445,Park Avenue Banquet Hall,4942 Parkside Ave,19131,2.5,8,0
4BKKBx50oZaEczazjZ1ZEQ,75.1836618,39.95303318,"{Monday:0:00:0,Tuesday:7:017:0,Wednesday:7:017:0,Thursday:7:017:0,Friday:9:015:0,Saturday:9:017:0,Sunday:9:017:0}",445,OCF Coffee House,2930 Chestnut St,19104,3.5,42,0
jtMXBW4KZ11T6nmZs0v8A,86.2534375,39.8246027,"{Monday:11:021:0,Tuesday:11:021:0,Wednesday:11:021:0,Thursday:11:022:0,Friday:11:022:0,Saturday:11:022:0,Sunday:11:021:0}",272,Inkas,5356 W 38th St,46254,4,54,0
4zK5zmIqQxeDgetjoRmkrQ,75.1901908,40.0594149,"{Monday:0:00:0,Wednesday:10:015:0,Thursday:10:015:0,Friday:10:015:0,Saturday:10:015:0,Sunday:10:015:0}",445,Brotherly Grub,7135 Germantown Ave,19119,4,22,1
mXQ5qcjeVZKBbyWrdQ2Z0A,75.1584414,39.9369392,"{Tuesday:10:015:0,Wednesday:10:015:0,Friday:10:015:0,Saturday:10:015:0}",445,Taffets Bakery & Store,1024 S 9th St,19147,4.5,69,1
HZoYgJ63lkyskl48uFdFA,82.63832767,27.85395768,"{Monday:11:022:0,Tuesday:11:022:0,Wednesday:11:022:0,Thursday:11:022:0,Friday:11:023:0,Saturday:11:023:0,Sunday:11:021:0}",502,Pericos Restaurant,8901 4th St N,33702,3,44,0
apkyjkqnTF9hIpExAHutug,82.76778314,28.07207438,"{Monday:11:021:0,Tuesday:11:021:0,Wednesday:11:021:0,Thursday:11:021:0,Friday:11:022:0,Saturday:11:022:0,Sunday:11:021:0}",430,Big Joe's Pasta House,509 Alt 19,34683,3.5,26,1
6mP6BQu5fVtMZrSumv0A,82.6389394,27.8716203,"{Monday:16:022:0,Tuesday:11:022:0,Wednesday:11:022:0,Thursday:11:022:0,Friday:11:023:0,Saturday:11:023:0,Sunday:12:022:0}",559,China Fun,11020 4th St N,33716,3.5,61,1
pbtqVbco6WWMPab7V_BxZw,82.3552358,28.1693636,"{Monday:0:00:0,Wednesday:11:3021:0,Thursday:11:3021:0,Friday:11:3021:0,Saturday:11:3021:0,Sunday:11:3021:0}",579,China Wok,6431 County Line Rd,33647,3.5,26,1
iLdVQodnexGgwcJYuW3mYw,110.9286363,32.2363842,"{Monday:11:021:0,Tuesday:11:021:0,Wednesday:11:021:0,Thursday:11:021:0,Friday:11:021:0,Saturday:11:021:0,Sunday:11:021:0}",606,Istanbul Mediterranean Cuisine & Bar,2945 E Speedway Blv,85716,4.5,166,1
znrgu7fSTbFa9LVm__CV7A,86.7469186,36.1107294,"{Monday:10:03:0,Tuesday:10:03:0,Wednesday:10:03:0,Thursday:10:03:0,Friday:10:03:0,Saturday:11:03:0,Sunday:12:00:0}",393,Twin Kegs,413 W Thompson Ln,37211,3.5,71,0
G7KCj6NGRIFKVcdPQGD9w,90.4436144,38.715213,"{Tuesday:11:022:0,Wednesday:11:022:0,Thursday:11:022:0,Friday:11:022:0,Saturday:11:022:0,Sunday:11:022:0}",350,Wok Express,12209 Dorsett Rd,63043,3.5,87,1
vxHqkD2ZMcDefFh_hhRd0A,75.283817,40.241869,"{Monday:7:014:0,Tuesday:7:015:0,Wednesday:7:015:0,Thursday:7:015:0,Friday:7:015:0,Saturday:8:015:0,Sunday:8:015:0}",306,Cafe Vdal,5 W Main St,19446,4.5,110,0
pOELZzTq3rpb7xCUWm8NlQ,86.3518871,39.7630563,"{Tuesday:11:022:0,Wednesday:11:022:0,Thursday:11:022:0,Friday:11:022:0,Saturday:11:4522:0,Sunday:11:4522:0}",19,Ugly Crab,"9655 E US Hwy 36, Ste K",46123,4,98,1
TKaM2UgBZ0kHUmBaDg25Q,89.9591587,30.0446837,"{Monday:10:023:0,Tuesday:10:023:0,Wednesday:10:023:0,Thursday:10:023:0,Friday:10:00:0,Saturday:10:00:0,Sunday:10:023:0}",399,KFC,6009 Bullard Ave,70128,2,13,1
A0ynYx0BlHr5wiUJKhQFjw,75.1219384,40.0339605,"{Monday:8:017:0,Tuesday:8:017:0,Wednesday:8:017:0,Thursday:8:017:0,Friday:8:017:0}",445,Musictown Corp,5501 N Front St,19120,4,14,0
lgA9hRxCXk2_XN0K7lEkCA,75.5149128,40.1303822,"{Monday:9:015:0,Wednesday:9:015:0,Thursday:9:017:0,Friday:9:017:0,Saturday:8:3018:0,Sunday:9:015:0}",447,Eliza's Bakery,306 1/2 Bridge St,19460,4.5,15,0
EIpt1m3DETgch13QoeUyXQ,116.284327,43.609556,"{Monday:0:00:0,Tuesday:11:020:0,Wednesday:11:021:0,Thursday:11:021:0,Friday:11:022:0,Saturday:11:022:0,Sunday:11:021:0}",54,Red Lobster,550 N Milwaukee St,83704,3.5,104,1
ZUutpEtpiEAzKgCNJDsy1g,90.0531968,29.8728088,"{Monday:13:021:0,Tuesday:13:021:0,Wednesday:13:021:0,Thursday:13:021:0,Friday:13:021:0,Saturday:13:021:0,Sunday:13:021:0}",246,The Frigid Zone Sno Balls,2201 Lapalco Blvd,70058,3.5,10,1
W88TGPXccCsYPiLSTDjrLQ,82.530523,28.038354,"{Monday:0:00:0,Tuesday:10:021:0,Wednesday:10:017:0,Thursday:10:021:0,Friday:10:022:0,Saturday:10:022:0,Sunday:11:017:0}",579,AirHeads Trampoline Arena  Tampa,5072 W Linebaugh Ave,33624,3.5,90,1
jStt26nVCBWRGxjqCzxUw,82.4011711,28.0540639,"{Monday:0:00:0,Tuesday:5:3014:0,Wednesday:5:3014:0,Thursday:5:3014:0,Friday:5:3014:0,Saturday:7:014:0,Sunday:6:014:0}",579,Einstein Bros. Bagels,5003 E Fowler Ave,33617,3,49,1
f_xxwfH2g_WkOdtDq5LFNg,110.9476179,32.2065786,"{Monday:6:021:45,Tuesday:6:021:45,Wednesday:6:021:45,Thursday:6:021:45,Friday:6:021:45,Saturday:6:021:45,Sunday:6:021:45}",606,Nicos Mexican Food,1616 E 22nd St,85713,4,21,1
NmbktTQD5HCwtg8_3LmDuQ,113.6289641,53.5009747,"{Monday:11:3021:0,Wednesday:11:3021:0,Thursday:13:021:0,Friday:11:3022:0,Saturday:12:022:0,Sunday:12:021:0}",163,Pho Kim,6655  178 Street,T5T 4J5,4,27,1
UijMQu3VCy8VkDU_e1rs1w,75.2972572,40.3723252,"{Monday:12:022:0,Tuesday:12:022:0,Wednesday:12:022:0,Thursday:12:022:0,Friday:12:00:0,Saturday:12:00:0,Sunday:12:022:0}",443,Olde Towne Restaurant & Tavern,518 W Walnut St,18944,3,7,1
YLKRxqxFwME0vywp3CAIpA,75.277294,40.101391,,411,Ray's Restaurant & Malt Shop,14 E Germantown Pike,19401,2.5,52,0
i2cK18_imEOF1G5tgHFSNw,86.691527,36.302908,"{Monday:7:01:0,Tuesday:7:01:0,Wednesday:7:01:0,Thursday:7:01:0,Friday:7:02:0,Saturday:7:02:0,Sunday:7:01:0}",332,Taco Bell,2100 Gallatin Pike N.,37115,2,24,1
36rz3AMPh8ETMJq7cTG2Rw,110.9433418,32.2608684,"{Monday:11:021:0,Tuesday:11:021:0,Wednesday:11:021:0,Thursday:11:021:0,Friday:11:022:0,Saturday:11:022:0,Sunday:11:021:0}",606,Opa! Greek Cuisine and Fun,2990 N Campbell Ave,85719,3,341,0
aTWIhy04A5TA0WTckxu8KQ,86.694321,36.211592,,393,Cocoa Bean,2800 Opryland Dr,37214,2.5,13,1
_pvGUjCHAnfMlPRObpJcw,75.0559812,40.1812112,"{Monday:11:021:0,Tuesday:11:021:0,Wednesday:11:021:0,Thursday:11:021:0,Friday:11:021:30,Saturday:11:021:30,Sunday:11:021:0}",533,Dairy Queen,108 Street Rd,18966,3,9,1
2YYN4j68YD8S8PsygtJaQA,74.9509253,40.1357605,"{Monday:11:021:0,Tuesday:11:021:0,Wednesday:11:021:0,Thursday:11:021:0,Friday:11:022:0,Saturday:11:022:0,Sunday:12:021:0}",39,La Hacienda Mexican Restaurant,"4201 Neshaminy Blvd, Ste 128",19020,4,201,1
ttKqW7KM06WYjQyiyUgGVQ,74.8788888,40.1692689,"{Monday:6:017:0,Tuesday:6:017:0,Wednesday:6:017:0,Thursday:6:017:0,Friday:6:017:0,Saturday:7:016:0,Sunday:8:015:0}",319,Philly Style Soft Pretzel Bakery,920 Woodbourne Rd,19057,4.5,22,1
BQB4dDyUjSJUUyv50f8gQ,75.746643,40.005327,"{Monday:16:300:0,Tuesday:16:300:0,Wednesday:16:300:0,Thursday:16:300:0,Friday:16:302:0,Saturday:16:302:0,Sunday:21:00:0}",140,Thorndale Inn,430 Bondsville Rd,19335,3,31,1
TAuGNUCQ00CVPfCzsFipXg,90.098716,29.9761485,"{Monday:11:022:0,Tuesday:11:022:0,Wednesday:11:022:0,Thursday:11:022:0,Friday:11:023:0,Saturday:11:023:0,Sunday:12:022:0}",399,Little Tokyo Japanese Restaurant,310 N Carrollton Ave,70119,3,143,0
